"userid","userenabled","title","district","facility","value","occupation","phone_present","biography_present"
2897,0,"","","","","",t,t
2898,1,"Health Systems Specialist","","","","",f,f
2899,1,"Senior Collaboration Strategist","1","101","VBA – Program Analyst (AES 354)","AES 354",f,f
2900,1,"Collaboration Strategist","1","101","VBA – Management & Program Analyst (AES 346)","AES 346",t,f
2901,1,"","","","","",t,t
2902,1,"","","","","",f,t
2903,1,"","","","","",t,t
2904,0,"","","","","",t,t
2905,1,"","","","","",t,t
2906,1,"","","","","",t,t
2907,0,"","","","","",t,t
2908,1,"","","","","",t,t
2909,0,"","","","","",t,t
2910,1,"","","","","",t,t
2911,1,"","","","","",t,t
2912,0,"","","","","",t,t
2913,0,"","","","","",t,t
2914,0,"","","","","",t,t
2915,1,"","","","","",t,t
2916,1,"","","","","",t,t
2917,0,"","","","","",t,t
2918,1,"","","","","",t,t
2919,0,"","","","","",f,f
2920,1,"","","","","",t,t
2921,1,"Director, Empower Veterans Program; Physician Lead VISN 7 Pain Management","2","508","VHA – Physician: All other physicians (AES 14)","AES 14",f,f
2922,1,"","","","","",t,t
2923,1,"","","","","",t,t
2924,1,"","","","","",t,t
2925,0,"","","","","",t,t
2926,1,"","","","","",t,t
2927,1,"","","","","",t,t
2928,0,"","","","","",t,t
2929,0,"","","","","",t,t
2930,1,"","","","","",t,t
2931,1,"","","","","",t,t
2932,0,"","","","","",t,t
2933,0,"","","","","",t,t
2934,1,"","","","","",t,t
2935,1,"","","","","",t,t
2936,1,"","","","","",t,t
2937,1,"","","","","",t,t
2938,0,"","","","","",t,t
2939,1,"","","","","",t,t
2940,1,"","","","","",t,t
2941,0,"","","","","",t,t
2942,0,"","","","","",t,t
2943,1,"","","","","",t,t
2944,1,"","","","","",t,t
2945,0,"","","","","",t,t
2946,1,"National Co-Director PDICI","","","","",f,f
2947,1,"","","","","",t,t
2948,1,"","","","","",t,t
2949,1,"","","","","",t,t
2950,0,"","","","","",t,t
2951,0,"Chief Technology Officer & Senior Advisor to the Secretary","","","","",t,t
2952,0,"","","","","",t,t
2953,1,"Educational Technologist","","","","",f,f
2955,0,"","","","","",t,t
2956,1,"","","","","",f,f
2957,0,"","","","","",t,t
2958,0,"MOVE! COordinator/Kinesiotherapist","","","","",t,t
2959,1,"","1","101","VACO – Management Analyst (AES 424)","AES 424",t,t
2960,1,"","","","","",t,t
2961,0,"","","","","",t,t
2963,1,"National Transformational Coach Captain (NTCC)","2","544BZ","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,t
2964,0,"","","","","",t,t
2965,1,"National Transformational Coach Captain","1","590","VHA – RN: Level III (AES 23)","AES 23",f,f
2966,0,"","","","","",t,t
2968,1,"Chief, Quality Review and Consistency","","","","",t,t
2969,0,"","","","","",t,t
2970,0,"","","","","",t,t
2972,1,"Director, Wichita Regional Office","3","452","","",t,f
2973,1,"Quality Review and Consistency Consultant","","","","",f,t
2974,1,"Consultant","1","101","","",f,f
2975,1,"Quality Review & Consistency Consultant","","","","",t,t
2976,0,"","","","","",t,t
2978,1,"Consultant","","","","",t,t
2979,1,"Steve","","","","",t,t
2980,1,"Rating Quality Review Specialist","1","","","",f,f
2981,0,"RQRS","","","","",f,t
2982,1,"RQRS","","","","",f,f
2983,1,"Training Consultant","1","101","VBA – Veteran Claims Examiners (AES 372)","AES 372",f,f
2984,0,"BCMA Coordinator / Nursing ADPAC","","","","",t,t
2985,1,"Director- PACT Center of Excellence Southwest region/VISN22","5","10N22","VHA – RN: Level IV (AES 24)","AES 24",f,f
2986,1,"Job Skills Education Program Director","","","","",t,t
2987,1,"Director, PACT Centers of Excellence","4","660","","",t,t
2988,1,"","","","","",t,t
2989,1,"VISN 11 Health Systems Specialist","","","","",f,t
2991,1,"Program Analyst","5","664","VHA – Clinical Informatics (AES 48)","AES 48",t,t
2992,0,"Program Specialist, Clinical Informatics","","","","",t,t
2995,1,"Public Affairs Director","","","","",t,t
2999,0,"Program Specialist","","","","",t,t
3000,0,"Education Budget Tech.","","","","",t,t
3001,1,"Co-Director, Connected Health","","","","",t,t
3002,1,"Director, VHA Innovation Program","","","","",t,t
3003,1,"Collaboration Strategist ","1","101","","",t,f
3004,0,"Health Systems Specialist","","","","",t,t
3005,1,"Management Analyst","","","","",t,t
3006,1,"Director, VA/DoD Liaison Office","1","101","","",f,t
3007,1,"Deputy Director, Mental Health Residential Rehabilitation Treatment Programs","","","","",f,t
3008,1,"Assistant Director, VBA Web Communications","","","","",t,t
3009,0,"Director, Policy and Planning Service","","","","",t,t
3010,1,"Primary Care Physician","","","","",f,f
3011,0,"Chief Consultant, Care Management and Social Work Services","","","","",t,t
3012,0,"Acting Director, Clinical Practice, VHA Office of Nursing Services","","","","",t,t
3013,0,"Acting Deputy Director, Vocational Rehabilitation and Employment (VR&E) Service","","","","",t,t
3014,0,"IT Business Analyst","","","","",t,t
3015,1,"Health System Specialist -Transformational Coach Captain","","","","",f,f
3016,0,"SMSA","5","664","","",t,t
3017,0,"AMSA","","","","",t,t
3018,1,"Project Coordinator","","","","",f,t
3019,0,"AMSA","","","","",t,t
3020,0,"AMSA","","","","",t,t
3021,1,"Health Science Specialist","","","","",t,t
3022,0,"Credentialing Program Assistant","","","","",t,t
3023,0,"","","","","",t,t
3025,1,"PT Program Coordinator, Pain Management","","","","",t,t
3026,0,"Clinical Psychologist","","","","",t,t
3027,1,"Deputy National MH Program Director- Addictive Disorders","","","","",f,f
3028,0,"Clinical Psychologist","","","","",t,t
3029,1,"Assistant Director, Atlanta VAMC","","","","",t,t
3031,1,"","","","","",t,t
3033,1,"Administrative Officer","","","","",t,t
3035,0,"","","","","",t,t
3036,0,"Patient Representative","","","","",t,t
3037,1,"Medical Support Assistant","","","","",t,t
3038,1,"Telehealth Program Manager","2","508","","",t,t
3039,1,"Project Manager, Women's Health Services","5","101","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",f,f
3040,0,"LVN","","","","",t,t
3044,1,"National VA Voices Coordinator","5","640","","",f,t
3045,1,"Management Analyst/Public Affairs Officer","","","","",f,t
3047,1,"Management and Program Analyst","1","101","VACO – Project Manager (AES 433)","AES 433",f,t
3048,1,"Eastern Area Executive Management Officer","1","xxx","","",f,t
3049,1,"Program Specialist","","","","",t,t
3050,1,"Director, VBMS","1","101","","",t,t
3051,0,"Director, DOD Liaison and Administrative Programs","","","","",t,t
3052,0,"Director, Transition Assistance","","","","",t,t
3053,1,"Director, Employee Engagement","","","","",t,t
3054,1,"Program Manager, Pharmacy Recruitment and Retention Office","2","101","VHA – Pharmacist (AES 28)","AES 28",f,t
3055,1,"Clinical Program Analyst","1","101","","",t,t
3056,1,"Executive Assistant","","","","",t,t
3057,0,"","","","","",t,t
3058,0,"Physician Assistant","","","","",t,t
3059,1,"Fiduciary Program Analyst","1","101","","",f,f
3060,1,"Chief; Fiduciary Program","","","","",t,t
3061,0,"Project Manager","","","","",t,t
3062,1,"Health Care Education Specialist","","","","",t,t
3063,1,"","","","","",t,t
3064,1,"","","","","",t,t
3065,0,"Director, Business Process Improvement and Compliance Service","","","","",t,t
3066,1,"Supervisory Veterans Service Representative ","5","377","","",f,t
3067,0,"NP","","","","",t,t
3068,1,"Executive Director, Quality, Performance and Oversight","","","","",t,t
3069,0,"Acting VHA Deputy Chief of Staff","","","","",t,t
3070,1,"ADUSH for Workforce Services","1","101","","",f,f
3071,1,"Director of VRM","","","","",t,t
3072,0,"Acting Director, VA Center for Innovation","","","","",t,t
3073,0,"Senior Communications Advisor","1","101","VACO – Public Affairs Specialist (AES 434)","AES 434",f,f
3074,1,"","","","","",t,t
3075,1,"National Transformational Coach Captain","","","","",t,t
3076,1,"Associate Director for Digital Design and Social Learning","","","","",t,t
3077,0,"National Program Director for Pain Management, VHA","","","","",t,t
3078,0,"Program Specialist","","","","",t,t
3079,0,"Clinical Nurse Specialist","","","","",t,t
3080,0,"","","","","",t,t
3081,1,"Veterans Claim Examiner","","","","",f,t
3082,1,"","","","","",t,t
3085,1,"Procedures Analyst","1","","","",t,t
3086,1,"Assistant Director, Procedures, Compensation","","","","",t,t
3088,1,"Deputy Director","1","101","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",f,f
3089,0,"Strategic Planner","1","101","","",t,f
3090,1,"PIM Clinical Implementation Coordinator","","","","",t,t
3091,0,"Program Analyst","","","","",t,t
3092,0,"","","","","",t,t
3093,0,"Research Health Scientist","","","","",t,t
3094,1,"Clinical Program Manager, PCMHI","","","","",t,t
3095,1,"National MH Director for Inpatient and Outpatient Policy","1","101","","",f,t
3097,1,"Division Director, EES Broadcast & Video","","","","",t,t
3098,1,"","","","","",t,t
3099,1,"Program Analyst","","","","",t,t
3100,1,"Policy Analyst","1","101","","",t,t
3101,1,"Program Analyst, Procedures and Program Development (212A)","1","101","VACO – Program Analyst/Program Management Specialist (AES 430)","AES 430",t,f
3103,1,"","","","","",t,t
3104,0,"Consultant","","","","",t,t
3105,1,"Program Analyst","","","","",t,t
3106,0,"","","","","",t,t
3107,1,"Technical Writer, M21-1","4","101","","",f,f
3108,1,"Program Analyst","1","101","","",f,f
3109,1,"Chief, Community Clinics Care :Line","","","","",t,t
3110,1,"Managing Editor","5","101","VHA – Administrative employee at or above the GS-15 and Title 38 equivalent level including members of facility, VISN, and CO program office senior leadership teams (AES 53)","AES 53",f,f
3111,1,"Program Manager","","","","",t,t
3112,1,"Social Media Specialist","1","101","","",t,f
3113,1,"BOPC Director","4","580","","",f,t
3114,0,"Chief Learning Officer","","","","",t,t
3115,0,"","","","","",t,t
3116,1,"Program Analyst","","","","",t,t
3117,1,"Architect, General Engineer","3","541","","",f,f
3118,0,"COACH","","","","",t,t
3119,1,"VISN 6 Primary Care Lead","1","590","VHA – Physician: Primary Care (AES 9)","AES 9",f,f
3120,0,"LMO,PCCM","","","","",t,t
3121,1,"Change Management Agent","2","320","","",f,f
3122,0,"Director, Human Factors Engineering, NCPS","","","","",t,t
3123,0,"Associate Medical Center Director","","","","",f,t
3124,0,"Deputy Associate Director of Nursing","","","","",f,f
3125,0,"Supervisory Program Analyst","","","","",t,t
3126,0,"Voluntary Services Specialist","1","460","","",f,t
3127,0,"Director","","","","",t,t
3128,0,"Medical Center Director","","","","",t,t
3129,1,"RQRS/DRO","1","301","VBA – Decision Review Officer (AES 323)","AES 323",t,t
3130,1,"RQRS","","","","",t,t
3131,0,"RQRS","","","","",t,t
3132,0,"RQRS","","","","",f,f
3133,0,"RQRS","","","","",f,t
3134,1,"RQRS","","","","",t,t
3135,1,"RQRS-DRO","","","","",f,f
3136,1,"RQRS","","","","",t,t
3137,1,"RQRS","1","","","",f,t
3138,0,"DRO/QRS","","","","",t,t
3140,1,"Deputy Director, VESO","","","","",t,t
3141,1,"Director","","","","",t,t
3142,0,"Director","","","","",t,t
3143,1,"","","","","",t,t
3145,1,"RQRS","","","","",t,t
3146,0,"Rating Quality Review Specialist","","","","",t,t
3147,1,"DRO/RQRS","1","306","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,t
3148,1,"DRO/QRS","","","","",t,t
3149,1,"DRO/RQRS","","","","",f,f
3150,1,"RQRS","","","","",t,t
3151,1,"Rating Quality Review Specialist","","","","",f,t
3152,1,"RQRS","","","","",t,t
3153,1,"QRS","","","","",t,t
3154,1,"RQRS","","","","",t,t
3155,1,"AD, Patient Care Services","4","660","","",f,f
3156,0,"Director, Enterprise Risk Management and Chief Risk Officer","","","","",t,t
3157,0,"management and program analyst","","","","",t,t
3158,1,"Director","","","","",f,t
3159,1,"Assistant Director of Operations Waco","","","","",t,t
3160,1,"RQRS","","","","",t,t
3161,1,"RQRS","","","","",t,t
3163,0,"Rating Quality Review Specialist","1","310","","",t,t
3164,0,"Rating Quality Review Specialist","","","","",t,t
3165,1,"RQRS","","","","",t,t
3166,1,"RQRS","","","","",t,t
3167,1,"RQRS","1","","","",t,t
3168,0,"Rating Quality Review Specialist","","","","",t,t
3169,1,"RQRS","","","","",t,t
3170,1,"RQRS","1","311","","",f,f
3171,1,"","4","101","VACO – Training Specialist (AES 442)","AES 442",t,f
3172,1,"RQRS","","","","",t,t
3173,1,"RQRS","","","","",t,t
3174,0,"RQRS/DRO","","","","",t,t
3175,0,"Rating Quality Review Specialist","","","","",t,t
3176,1,"RQRS, Baltimore RO","","","","",t,t
3177,1,"RQRS","1","","","",t,t
3178,1,"RQRS","","","","",f,t
3179,1,"RQRS","","","","",t,t
3180,1,"RQRS","","","","",t,t
3181,1,"RQRS","","","","",f,t
3182,1,"RQRS","","","","",t,t
3183,1,"RQRS","1","315","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,t
3184,1,"RQRS","1","315","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,t
3185,1,"RQRS","","","","",t,t
3186,0,"RQRS","","","","",t,t
3187,1,"RQRS","","","","",t,t
3188,0,"RQRS","","","","",t,t
3190,0,"Rating Quality Review Specialist","","","","",t,t
3192,1,"RQRS","","","","",t,t
3193,1,"RQRS","","","","",t,t
3194,0,"RQRS","2","317","","",t,t
3195,1,"RQRS","2","317","","",t,t
3197,1,"DRO/RQRS","","","","",t,t
3198,0,"RQRS","","","","",t,f
3199,1,"QRS","2","317","","",t,f
3200,1,"RQRS","","","","",t,t
3201,1,"RQRS/DRO","2","317","","",t,t
3202,1,"RQRS","","","","",t,t
3203,1,"RQRS","","","","",t,t
3204,1,"RQRS","","","","",t,t
3205,1,"Mr.","2","317","","",f,f
3207,0,"","","","","",t,t
3208,1,"RQRS","","","","",t,t
3209,1,"DRO/RQRS","","","","",f,t
3212,1,"RQRS","1","318","VBA – Decision Review Officer (AES 323)","AES 323",t,t
3213,0,"Decision Review Officer","","","","",t,t
3214,1,"RQRS","","","","",t,t
3215,1,"QRT","","","","",t,t
3216,1,"RQRS","","","","",t,t
3217,0,"RQRS/DRO","","","","",t,t
3218,1,"RQRS","1","318","","",f,t
3219,1,"RQRS","1","318","","",t,t
3220,1,"RQRS","","","","",t,t
3221,1,"RQRS","","","","",t,t
3222,1,"RQRS","","","","",t,t
3223,1,"Rating Quality Review Specialist","","","","",t,t
3224,1,"RQRS","","","","",t,t
3225,1,"DRO","","","","",t,t
3226,1,"Rating Quality Review Specialist","","","","",t,t
3228,0,"DRO/QRS","","","","",t,t
3229,1,"","","","","",t,t
3230,0,"Rating Quality Review Specialist","","","","",t,t
3231,1,"DRO/RQRS","","","","",t,t
3234,0,"RQRS","2","320","","",t,t
3235,0,"RQRS","","","","",t,t
3236,1,"RQRS","2","320","","",t,t
3237,1,"Rating Quality Review Specialist (RQRS)","2","320","","",f,t
3238,1,"Rating Quality Review Specialist (RQRS)","","","","",t,t
3239,1,"RQRS","","","","",t,t
3240,1,"RQRS","","","","",t,t
3241,1,"DRO","","","","",t,t
3242,1,"RQRS","","","","",t,t
3243,1,"DRO/RQRS","","","","",t,t
3244,1,"RQRS/DRO","","","","",t,t
3245,1,"RQRS/DRO","","","","",t,t
3246,0,"RQRS","","","","",t,t
3247,0,"DRO QRT","","","","",t,t
3249,1,"RQRS","","","","",t,t
3251,0,"RQRT","","","","",t,t
3252,1,"RQRS","","","","",t,t
3253,0,"RQRS","","","","",t,t
3254,0,"RQRS","","","","",t,t
3255,1,"Rating Quality Review Specialist","","","","",t,t
3256,1,"RQRS","","","","",t,t
3257,1,"RQRS","","","","",t,t
3258,1,"Decision Review Officer / Quality Review Specialist","","","","",t,t
3259,0,"Decision Review Officer/RQRS","","","","",t,t
3260,0,"RQRS","","","","",t,t
3261,1,"Decision Review Officer/Rating and Appeals Quality Review Specialist","3","325","","",t,t
3262,1,"Decision Review Officer","","","","",t,t
3263,1,"DRO/QRS","","","","",t,t
3264,0,"Decision Review Officer / Quality Review Specialist","","","","",t,t
3265,0,"DRO/RQRS","","","","",t,t
3266,1,"RQRS/DRO","","","","",t,t
3267,1,"RQRS","","","","",f,t
3268,1,"DRO/RQRS","","","","",t,t
3269,0,"RVSR-RQRS","","","","",t,t
3270,1,"RQRS","","","","",t,t
3271,1,"DRO/RQRS","2","327","","",t,t
3272,1,"Rating Quality Review Specialist/RQRS","","","","",f,t
3273,1,"RQRS","2","327","VBA – Quality Assurance Specialist (AES 375)","AES 375",f,f
3274,0,"RQRS","","","","",t,t
3275,1,"RQRS/DRO","","","","",f,f
3277,0,"RQRS","","","","",t,t
3278,1,"RQRS","","","","",t,t
3279,1,"Rating Quality Review Specialist/Decision Review Officer","","","","",f,t
3280,1,"RQRS","","","","",t,t
3281,1,"DRO/RQRS","","","","",t,t
3282,1,"RQRS","","","","",t,t
3284,1,"","","","","",t,t
3285,1,"DRO/RQRS","","","","",t,t
3286,1,"RQRS","","","","",t,t
3287,0,"RQRS","","","","",t,t
3288,1,"RQRS","","","","",t,t
3289,1,"Decision Review Officer","","","","",t,t
3290,1,"RQRS","","","","",t,t
3291,1,"Rating Quality Review Specialist/Decision Review Officer","3","331","","",f,t
3292,1,"RQRS/DRO","3","331","VBA – Decision Review Officer (AES 323)","AES 323",f,f
3293,1,"RQRS","","","","",t,t
3294,1,"DRO / RQRS","","","","",f,t
3295,1,"RQRS","","","","",t,t
3296,1,"RQRS","","","","",f,t
3297,1,"Policy Consultant","1","101","VBA – Consultant (AES 318)","AES 318",t,t
3298,1,"RQRS","3","334","","",f,f
3299,1,"Quality DRO","","","","",t,t
3300,0,"Rating Quality Review Specialist","","","","",t,t
3302,1,"Rating Quality Review Specialist","","","","",t,t
3303,1,"","","","","",t,t
3304,1,"Rating Quality Review Specialist/DRO","3","335","VBA – Decision Review Officer (AES 323)","AES 323",f,t
3305,1,"RQRS","","","","",t,t
3306,1,"RQRS","","","","",t,t
3307,1,"RQRS","4","339","","",f,t
3308,1,"RQRS","4","339","VBA – Decision Review Officer (AES 323)","AES 323",t,t
3309,1,"RQRS","","","","",t,t
3310,1,"RQRS","","","","",t,t
3311,1,"RQRS","","","","",t,t
3312,0,"RQRS","","","","",t,t
3313,1,"DRO","","","","",t,t
3314,1,"RQRS","","","","",t,t
3315,1,"RQRS","","","","",t,t
3316,1,"RQRS","","","","",t,t
3317,0,"RQRS","4","341","","",t,t
3318,1,"RQRS","4","341","","",t,t
3319,1,"RQRS","","","","",t,t
3320,1,"DRO/QRS","5","343","","",t,t
3321,1,"Rating Quality Review Specialist","","","","",t,t
3322,0,"rating quality review specialist","","","","",t,t
3323,1,"RQRS","","","","",t,t
3324,1,"RQRS","","","","",t,t
3325,1,"RQRS","","","","",t,t
3326,1,"RQRS/DRO","","","","",t,t
3327,1,"RQRS","","","","",t,t
3328,0,"RQRS","","","","",t,t
3329,1,"RQRS","5","345","","",f,f
3330,1,"RQRS","","","","",t,t
3331,1,"RQRS","","","","",t,t
3332,0,"","","","","",t,t
3333,0,"RQRS","","","","",t,t
3334,0,"","","","","",t,t
3336,1,"RQRS","","","","",t,t
3337,1,"RQRS","","","","",t,t
3338,1,"RQRS","","","","",f,t
3339,1,"DRO - RQRS","","","","",t,t
3340,1,"RQRS/DRO","5","346","VBA – Decision Review Officer (AES 323)","AES 323",f,f
3341,1,"RQRS","5","346","VBA – Decision Review Officer (AES 323)","AES 323",t,t
3342,1,"RQRS","","","","",t,t
3343,0,"","","","","",t,t
3344,1,"RQRS","","","","",t,t
3345,1,"RQRS","","","","",t,t
3346,1,"DRO/RQRS","","","","",t,t
3347,1,"RQRS","5","","","",t,t
3348,1,"RQRS/DRO","5","346","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,f
3349,1,"Decision Review Officer","","","","",t,t
3350,1,"","","","","",t,t
3351,1,"RQRS","5","346","VBA – Quality Assurance Specialist (AES 375)","AES 375",t,t
3352,1,"RQRS","","","","",t,t
3353,1,"RQRS","","","","",t,t
3354,1,"RQRS","","","","",f,f
3355,1,"RQRS","","","","",t,t
3356,1,"RQRS","","","","",t,t
3357,1,"RQRS","","","","",t,t
3358,1,"RQRS","","","","",t,t
3360,0,"DRO/RQRS","","","","",t,t
3361,1,"Rating Quality Review Specialist","","","","",t,t
3362,1,"DRO","","","","",f,t
3363,0,"RQRS","","","","",t,t
3365,1,"RQRS","","","","",t,t
3366,1,"DRO/RQRS","","","","",t,t
3367,1,"RQRS DRO","","","","",t,t
3368,1,"RQRS","","","","",t,t
3369,1,"DRO","","","","",t,t
3370,1,"DRO/RQRS","","","","",t,t
3371,1,"RQRS","4","349","","",f,t
3372,0,"QRS DRO","","","","",t,t
3373,1,"RQRS","4","349","VBA – Decision Review Officer (AES 323)","AES 323",t,t
3375,1,"RQRS","","","","",t,t
3377,1,"DRO","","","","",t,t
3378,0,"RQRS","","","","",t,t
3379,0,"Rating Quality Review Specialist","","","","",t,t
3380,0,"QUALITY DECISION REVIEW OFFICER","","","","",t,t
3381,1,"Interior Designer","1","693","VHA – Other administrative, technical, professional or clerical employee at GS-1 through GS–14","GS14",t,t
3382,0,"RVSR","","","","",t,t
3384,1,"RQRS","","","","",t,t
3385,1,"RQRS","","","","",t,t
3386,0,"Rating Quality Review Specialist","","","","",t,t
3387,1,"RQRS","","","","",t,t
3388,0,"RQRS","","","","",t,t
3389,0,"RQRS","","","","",f,t
